arm,config_idx,determinism_ok,dyn_excess_pc_final,dyn_excess_pc_late_minus_early_mean,dyn_excess_pc_slope,dyn_excess_pc_slope_early,dyn_excess_pc_slope_late,dyn_excess_pc_switch,eg_excess_pc_final,eg_excess_pc_late_minus_early_mean,eg_excess_pc_slope,eg_excess_pc_slope_early,eg_excess_pc_slope_late,eg_excess_pc_switch,error,extinct,final_pop,food_inc,gdiff,m_scale,min_pop,n_distinct_genomes_final,n_distinct_genomes_late_minus_early_mean,n_distinct_genomes_slope,n_distinct_genomes_slope_early,n_distinct_genomes_slope_late,n_distinct_genomes_switch,param_mu_lut_p1,phase1_ticks,seed,sub_alive,sub_digest,sub_frac_evolved,sub_n_lut,tax
A,35,True,7157086.0,7138136.082991948,1096.1611636837404,25.179605608995104,4.0571935649000003e-14,1225.9292929293006,0.4993141288869083,-298.34302162757774,-0.05510152835239948,-0.8429554765585421,8.907416841474314e-07,5339.781592564919,,False,55940,0.015,0.06,3.0,35122,36400.0,11866.064285714281,1.7645277777777768,4.690969924812029,-0.030870129870131848,16871.0,0.01,3000,7,37707,212843359497834,1.0,35834,0.035
C,35,True,5275.654787878739,-13212.86355057326,-0.11033084385640884,38.61032870569506,-7.86024195033538,0.4959999999846332,2869.8592162390705,1163.9906034724636,0.15022376933272863,-1.9506300293175929,-3.9617131476896916,10699.074730935477,,False,42431,0.015,0.06,3.0,3107,40956.0,168.02142857142826,-0.013638420065635969,-7.413947368421055,5.727402597402591,44446.0,0.01,3000,7,37707,212843359497834,1.0,35834,0.035
A,30,True,7327369.0,5841588.017093858,876.6682381790904,3532.539756626818,-6.491509703840001e-13,1771.9695740365132,0.49657064490020275,-983.9315021726795,-0.18150965800366117,-2.766326797514819,1.0510750882956408e-06,16691.993296128378,,False,55811,0.015,0.06,3.0,27894,36454.0,9463.578571428574,1.5497989920300053,13.927105263157898,0.10499999999999846,15015.0,0.01,3000,6,38833,7706819202472,1.0,36874,0.035
C,30,True,5314.486383838346,17268.154470529233,2.7939588897110132,-4.139827352171351,-4.390759739040977,892.0683299798693,0.4979423868935555,4338.092159177219,0.6877573315328255,-6.654285420300554,5.303334370206938,21708.854602149368,,False,37126,0.015,0.06,3.0,5789,35982.0,-657.1785714285725,-0.1507156586966725,-1.4715714285714296,-1.3680259740259793,40224.0,0.01,3000,6,38833,7706819202472,1.0,36874,0.035
A,32,True,2112761.0,1591347.4328975873,241.20155546323127,1115.148509287096,-8.114387129800001e-14,600.4879518072412,0.4910836764611304,-4158.905015956616,-0.7333188018346766,-9.518723578983554,-3.741114164472927e-07,17237.140939436824,,False,55854,0.015,0.06,3.0,6461,36763.0,11855.180952380953,1.9678478668541952,19.34315789473685,0.10814285714285499,15617.0,0.06,3000,6,38094,127357168377689,1.0,38094,0.035
C,32,True,3224.7911991951987,12529.567819481936,2.366823688060061,18.704060485403993,7.660204389012212,944.3428128772648,0.49245541845448315,6248.201720014375,1.0963026298241014,1.5723162284381182,-2.3616093232131625,9803.86468685379,,False,38773,0.015,0.06,3.0,2536,38773.0,-299.21666666666715,0.007277543366149568,-3.4386240601503744,4.238571428571424,51050.0,0.06,3000,6,38094,127357168377689,1.0,38094,0.035
B',39,,1.0,0.0,4.1818052474896515e-20,1.543782878090645e-19,1.4959640784667747e-19,1.0,0.470507544465363,0.0011659808332513677,2.0659735759647724e-07,-1.8049238320340407e-06,-6.662747378207076e-06,0.4855967078183312,,False,55684,0.015,0.06,3.0,32452,36191.0,1131.7928571428565,0.20718612283169358,3.143721804511275,-0.06945454545454481,16509.0,0.0,100,7,1482,451352411688,0.0,1,0.035
A,31,True,3264892.0,1559630.9526697062,257.1901274604512,2426.985145029485,-1.2171580694700002e-13,3094.393877551018,0.4938271604478359,-2607.057635271067,-0.47871618524216974,-7.187526135755588,-7.731637370155836e-06,35672.61526361306,,False,56144,0.015,0.06,3.0,13592,36776.0,7974.076190476189,1.3840459446788558,16.60366917293234,0.09166233766233514,9036.0,0.03,3000,6,37739,166017328360663,1.0,37723,0.035
C,31,True,155026.86137931037,17247.238167386447,3.5745013857819905,-2.7069287142915,13.798003287821125,3168.263020408165,66993.89033953636,5284.047255266214,0.8981866823759058,-11.040438479838107,-1.4235624491121583,47145.58773255316,,False,4717,0.015,0.06,3.0,3833,4717.0,725.4785714285717,0.058595053914673415,0.9294812030075165,-1.1281688311688345,22354.0,0.03,3000,6,37739,166017328360663,1.0,37723,0.035
B',44,,0.0,0.0,0.0,0.0,0.0,0.0,0.5034293555654585,-0.7644096986859905,-0.00014164136862778034,-0.0021830523149026742,-2.351557799651257e-06,15.81670661300268,,False,55028,0.015,0.06,3.0,32012,35838.0,1122.142857142855,0.2129165494608525,3.2550375939849623,-0.05067532467532392,16335.0,0.0,100,8,1546,151954895400,0.0,1,0.035
A,36,True,3136929.0,1664772.5392968901,270.08642133992277,2305.6413512477634,-4.260053243145e-13,1541.8909090909,0.4924554182216525,-3126.7867345617587,-0.567252359054651,-8.177839174121036,4.756560283047753e-06,23293.78539401757,,False,55009,0.015,0.06,3.0,8739,36278.0,7951.797619047618,1.3849838255977496,16.890112781954898,0.1710259740259747,12244.0,0.03,3000,7,44471,115382481102124,1.0,44449,0.035
C,36,True,8898.629772357643,24346.004760640346,4.262337212564737,-4.376905726465804,18.700243555970427,2886.959942973539,0.48971193423494697,6414.115138793749,1.2072172080921786,-6.335098856746231,3.6167808083529107,20855.276993605978,,False,43596,0.015,0.06,3.0,4548,43584.0,1118.3619047619031,0.19144948429442118,3.1129022556391006,0.48389610389610327,34747.0,0.03,3000,7,44471,115382481102124,1.0,44449,0.035
A,42,True,16154.368421052699,-3110.6054559507284,-0.39868250826512697,0.5404283879093417,1.9368605569606965,1209.604838709667,1661.486135606654,-3232.5809777489894,-0.5884422214135503,-9.581962573695508,0.35226168396971896,31234.832273131236,,False,23720,0.015,0.06,3.0,10916,13978.0,2198.9309523809516,0.2877967651195497,3.4545338345864693,-2.4532077922077926,13906.0,0.06,3000,8,42666,121236994805944,1.0,42666,0.035
C,42,True,2169.1906184738036,6503.469076001777,1.0993822885858513,-3.6814809062277285,1.5252869254688155,1263.7457258064533,0.5034293553326279,-1123.0895573032903,-0.4685050613005272,-28.610895078002578,2.489127173748758,39046.33427162534,,False,42473,0.015,0.06,3.0,3183,42472.0,884.1357142857123,-0.016501289263948126,-2.521932330827067,-0.33762337662338077,44475.0,0.06,3000,8,42666,121236994805944,1.0,42666,0.035
A,41,True,21574.437229437288,458.1277940338332,0.04093526921782506,3.9481054316692936,-0.33350821681867404,6243.618749999994,0.4842249657958746,-5611.20238251972,-1.0276487102950718,-15.551029634670654,0.24027127414033767,70190.4423730218,,False,35348,0.015,0.06,3.0,9147,22335.0,4783.519047619047,0.8098790436005627,8.103263157894741,-0.34788311688311885,8026.0,0.03,3000,8,35832,172118160644109,1.0,35818,0.035
C,41,True,11207.481591836782,1897.3618832048296,0.05932998452304609,-2.439449076869615,0.5945796466576149,8517.717780590727,1434.844118844252,-6048.865934018375,-1.104830212145116,-14.909172954113812,0.425259407819852,70609.28114869562,,False,29790,0.015,0.06,3.0,8892,29780.0,2132.371428571427,0.37154324894514706,2.200992481203006,0.9621948051948054,19722.0,0.03,3000,8,35832,172118160644109,1.0,35818,0.035
B',49,,0.0,0.0,0.0,0.0,0.0,0.0,0.49519890267401934,-0.0010745313258104239,-1.3473041431929837e-07,4.424641848078658e-06,-2.262483692619138e-06,0.49931412894329696,,False,56408,0.015,0.06,3.0,31321,36821.0,1136.7595238095237,0.20524460853258752,3.091751879699241,0.05661038961039206,15548.0,0.0,100,9,1572,196627230208,0.0,1,0.035
A,40,True,7319020.0,3485296.664527177,574.9479074402312,5436.838713138638,-6.897229060330001e-13,2038.2439024390478,0.5144032924436033,-472.69377885801015,-0.08753626519399044,-1.3505683486614175,-7.30408186262315e-07,9454.423751437876,,False,55462,0.015,0.06,3.0,45358,36481.0,2754.2857142857174,0.47780227379277984,6.256646616541352,-0.0741818181818193,17436.0,0.01,3000,8,37672,200320987217029,1.0,35981,0.035
C,40,True,8711.065723577165,-448.9676955183877,-0.16075030518661604,-3.2343353307235745,-1.5570081972976275,1207.2083870967908,0.48559670778922737,-410.032338805137,-0.08916490247113244,-3.473477317431894,-0.5876305263033685,13538.16481290372,,False,32876,0.015,0.06,3.0,6939,31827.0,-413.807142857142,0.0027163619315495845,-1.6838571428571412,2.664766233766233,46119.0,0.01,3000,8,37672,200320987217029,1.0,35981,0.035
A,37,True,2168396.0,1027471.9131847864,169.5874253159352,1608.673811833197,-1.6228774259600001e-13,1497.9171717171848,0.49519890267401934,-2096.0221301799984,-0.37861175241039297,-5.376621601075506,1.0546380895879342e-05,17563.947350400515,,False,56349,0.015,0.06,3.0,12707,37089.0,9035.873809523808,1.5493286451007964,17.69991729323309,0.18111688311688495,13808.0,0.06,3000,7,44418,160173686410936,1.0,44417,0.035
C,37,True,10925.85453061224,7626.238905792898,1.2821264398399588,-0.9728798710207909,2.4609548073453413,1893.4520566801657,4602.880034917034,1763.8078306977768,0.4117652630724953,-10.879508195671578,-1.728827204498032,22588.108279200518,,False,25211,0.015,0.06,3.0,7817,25211.0,-357.66190476190604,-0.09355356305672907,-0.23148872180451188,-1.1654545454545502,40915.0,0.06,3000,7,44418,160173686410936,1.0,44417,0.035
A,47,True,2973.592741935514,-10927.0847342228,-1.8855692471461776,-6.195828521789613,-0.03565387857599423,602.7349397590442,0.5089163235388696,-4570.071959192529,-0.8081858557388234,-10.773916710081835,-1.7636684071901894e-06,29264.53615826473,,False,32270,0.015,0.06,3.0,7516,19386.0,3225.7333333333318,0.5623193858415373,5.250315789473689,2.3010129870129847,14007.0,0.06,3000,9,43317,97628734512282,1.0,43316,0.035
C,47,True,32201.941838641185,7377.1246245629045,1.2188441807347499,-6.093898755018145,4.269218358954714,629.1737751004111,28566.01129897614,5804.576570442587,0.8070332849062059,-14.651383676286956,1.6631167097726482,30703.584983033725,,False,14799,0.015,0.06,3.0,4473,14799.0,199.7904761904756,0.023468588842004985,-1.2079999999999966,1.9002337662337618,43853.0,0.06,3000,9,43317,97628734512282,1.0,43316,0.035
A,45,True,7570818.0,5949340.969005912,895.3946300235186,3761.6377485230464,1.6228774259600001e-13,1756.3610547667486,0.48148148134350777,-338.2186446665867,-0.06259621662238807,-0.9639803954531504,-3.367003389065732e-06,6607.992835346959,,False,55920,0.015,0.06,3.0,42768,36467.0,4773.523809523809,0.8020610642287859,8.456195488721805,0.00893506493506571,18369.0,0.01,3000,9,38407,6513566748683,1.0,36560,0.035
C,45,True,23348.51337787055,1361.3710562148972,0.3512399136812518,-0.6305638682689826,2.406900924161579,1205.2255483870977,1385.4506304736715,-1307.9923135511342,-0.2512544382517813,-5.360718867412699,0.06758476178083894,15015.04499013121,,False,21452,0.015,0.06,3.0,6002,20754.0,75.60952380952222,-0.08310372714486743,-3.7135639097744337,-1.2902337662337686,45889.0,0.01,3000,9,38407,6513566748683,1.0,36560,0.035
A,46,True,3147465.0,2437958.9283847846,367.9005696917978,1604.3379439750095,-2.02859678245e-13,5024.3904958677595,0.5185185186564922,-623.5262581727229,-0.11401420543094641,-1.6882440902572957,1.959631570263915e-07,7756.171485866231,,False,55545,0.015,0.06,3.0,22623,36347.0,11483.969047619044,1.8780296530707923,16.825827067669184,0.04449350649350314,10801.0,0.03,3000,9,40273,49936810078815,1.0,40251,0.035
C,46,True,9107.881365853595,5542.998845791472,0.8191457437091363,-0.18648927196016557,-0.7442295811461347,2561.7747642276518,0.5116598079912364,131.2139145343831,-0.09125050215289233,-4.262842364666138,-3.252270856549137,19724.725288729576,,False,27937,0.015,0.06,3.0,13067,27931.0,553.1380952380969,0.18178914674167637,2.0850225563909786,1.6422857142857117,28480.0,0.03,3000,9,40273,49936810078815,1.0,40251,0.035
