F_std_final,F_std_mean,F_std_temporal_std,N,alive_density_final,alive_density_mean,alive_density_temporal_std,base_cfg,cog_load_final,cog_load_mean,cog_load_temporal_std,cog_specificity_final,cog_specificity_mean,cog_specificity_temporal_std,config_idx,correlation_length_final,correlation_length_mean,correlation_length_temporal_std,dyn_excess_pc_final,dyn_excess_pc_slope,eg_excess_pc_final,eg_excess_pc_slope,error,excess_activity_final,excess_activity_slope,excess_pc_final,excess_pc_slope,extinct,final_pop,init,largest_patch_final,largest_patch_mean,largest_patch_temporal_std,mean_intake_final,mean_intake_mean,mean_intake_temporal_std,min_pop,mode,n_distinct_genomes_final,n_distinct_genomes_mean,n_distinct_genomes_temporal_std,n_patches_final,n_patches_mean,n_patches_temporal_std,n_steps,negene_final,negene_mean,negene_temporal_std,param_food_inc,param_gdiff,param_m_scale,param_mu_egene,param_mu_egenome,param_mu_lut,param_restricted_mu,param_tax,param_tax_per_egene,seed,shadow,unique_top_genomes
0.4219120740890503,0.3414125665102476,0.08475528241472453,256,0.24462890625,0.20094751428674767,0.13622941293624308,0,64.70484161376953,65.272858278251,7.500121212323156,13.959735870361328,14.84678943068893,1.8830871652314405,6,57.0,67.49382716049382,22.08520171371678,6271.559999999998,4.9269172161821455,8529.632032094174,8.756496220450314,,-222.0,0.3083175248419134,-0.013847305389221631,3.7760691444035475e-05,False,16032,halfplane,4149.0,9644.666666666666,8013.023895547628,0.04990634694695473,0.03990406094601861,0.020177156366959416,2,3a,16032.0,12764.74074074074,8771.687797073482,240.0,260.0987654320988,140.20677894693029,8000,4.635104790419161,4.451309008928203,0.5720983590616535,0.01,0.05,2.5,0.01,0.01,0.15,False,0.035,0.0,0,True,81
0.3420674204826355,0.30435347253525696,0.08715877423536204,256,0.414306640625,0.18864704650125386,0.14242913222578296,0,65.38439178466797,64.94223611148787,6.836510699899324,14.825318336486816,14.875306412025735,1.6481130209625443,10,75.0,64.96296296296296,21.94124839985882,3628.514460285136,7.218317041954686,1489.3928314681398,8.61998083711099,,-486.0,0.3063940831074979,-0.017899233942251014,3.791279131784102e-05,False,27152,halfplane,25880.0,8465.160493827161,8461.99876493128,0.03350687772035599,0.0451526136746929,0.03740232717655051,9,3a,27152.0,11958.604938271605,9149.334853620743,579.0,317.69135802469134,191.63124580756843,8000,4.410319681791397,4.396804143735086,0.4089312648698422,0.01,0.05,2.5,0.01,0.03,0.15,False,0.035,0.0,0,True,81
0.35823413729667664,0.3424596514230893,0.052946976700305654,256,0.2102203369140625,0.1908655990788966,0.05422955722033726,1,49.13863754272461,42.01722983372064,10.561313179282212,14.975180625915527,15.06522090346725,1.7554056498115103,36,32.0,42.46913580246913,20.563713948407475,16969.338175438606,1.98921219157456,91605.29659684654,12.052309469308236,,-6.0,0.2572052845528451,-0.000435508456122502,0.000129519325383682,False,13777,halfplane,2107.0,3895.617283950617,3646.3170208432766,0.0793633833527565,0.06656773487266934,0.014842180816211827,347,3a,13777.0,12103.79012345679,3055.6203698824766,643.0,730.6296296296297,272.62280931558547,8000,3.28133846265515,2.8272479849711436,0.7688473807605524,0.013,0.05,2.5,0.003,0.003,0.1,True,0.03,0.0008,0,True,81
0.3422146141529083,0.34774606748495573,0.05025273772231456,256,0.1812591552734375,0.16473633566020449,0.05491969453333301,1,45.459381103515625,43.74327506548093,7.681327047520747,14.092906951904297,14.139880333417727,1.3847404628639177,38,32.0,40.18518518518518,19.995747147282398,18389.89377777779,3.073067369418964,28126.938006702636,3.568650366323249,,56.0,0.2589893857271907,0.004714201532115547,7.012281054047896e-05,False,11879,halfplane,2561.0,2529.2098765432097,3695.5871740347447,0.06728261709213257,0.06853671822650934,0.012103898635632002,812,3a,11879.0,10391.345679012345,2876.439582301265,789.0,809.5802469135803,213.68222998715802,8000,3.2256923983500294,3.120944482503711,0.6030336611168795,0.013,0.05,2.5,0.01,0.003,0.1,True,0.03,0.0008,0,True,79
0.3442656397819519,0.33449290370867574,0.05082256440101743,256,0.1988677978515625,0.16626692406925153,0.04986746710664448,1,55.81362533569336,52.027005395771546,5.19938555624029,15.771627426147461,15.5730765071916,1.4289836123343893,40,28.0,35.30864197530864,15.158131074177376,16222.688801762095,2.254232828157548,122788.94479415735,14.264198328505547,,-12.0,0.27926129177958375,-0.0009207396608610363,0.00011331246016244408,False,13033,halfplane,5100.0,3028.098765432099,3512.557970542013,0.07754623889923096,0.07300991693764557,0.011342604371436835,295,3a,13033.0,10491.777777777777,2465.496829704705,766.0,681.9876543209876,140.69637160704136,8000,3.538862886518837,3.3715874515670716,0.4279529026833051,0.013,0.05,2.5,0.003,0.01,0.1,True,0.03,0.0008,0,True,79
0.2887541651725769,0.28448100038516666,0.035419056565147725,256,0.36279296875,0.3400213924455054,0.05502501550237223,1,34.713409423828125,34.77348730299208,1.5917322872379014,18.32839584350586,18.803651126814476,0.8575740802822092,37,50.0,48.851851851851855,18.000762062819717,0.0,0.0,57760.52429529163,8.864872791473319,,-715638.0,-95.62860004516713,-1771903.0388377446,-226.25297857016892,False,23776,halfplane,2062.0,2644.6913580246915,3515.99784983563,0.0376453660428524,0.04083108695016967,0.007727976830044255,56,3b,3476.0,3172.962962962963,618.233214305276,2997.0,2998.4938271604938,614.5394767469495,8000,1.8939687079407805,1.854513153235438,0.12773995030285612,0.013,0.05,2.5,0.003,0.003,0.0,True,0.03,0.0008,0,True,4
0.21140074729919434,0.26749780617746305,0.11313240111488025,256,0.0876007080078125,0.1292234821084105,0.1346931053311802,1,20.75701141357422,21.285320835349,11.25499278813875,9.920578956604004,9.843882663750355,3.414535712665349,43,76.0,61.160493827160494,27.899934417429648,1.0,9.033423667570034e-06,122378.40197649575,32.196163482371276,,-493288.0,-65.85663866305332,-653099.4797385621,-83.11159162629983,False,5741,halfplane,2508.0,4603.320987654321,6270.548547148975,0.020111339166760445,0.0627749766924499,0.03522873859079427,38,3b,1530.0,2368.135802469136,2548.4242226510733,1387.0,717.3703703703703,550.3241568753851,8000,2.092318411426581,2.0272471836952164,0.6346535308081427,0.013,0.05,2.5,0.01,0.01,0.0,True,0.03,0.0008,0,True,23
0.3593166172504425,0.3509453722724208,0.046381378765731715,256,0.159393310546875,0.1577674018012153,0.04920586562285668,1,46.68006896972656,46.935886288866584,4.902713274315438,13.913713455200195,14.145433461224592,1.373471382411365,42,27.0,40.79012345679013,20.462984377025457,24215.814401847572,3.0849034611675097,30965.66025688988,3.4367613495242217,,125.0,0.26839024390243904,0.011966302891058822,8.745888272365798e-05,False,10446,halfplane,762.0,2128.8395061728397,3508.0398538524382,0.07451199740171432,0.07014461367586512,0.011266728879186125,2236,3a,10446.0,9934.617283950618,2312.7046085946313,835.0,900.5185185185185,209.96378941841618,8000,3.3549684089603677,3.3467924288974378,0.4170708871860545,0.013,0.05,2.5,0.01,0.01,0.1,True,0.03,0.0008,0,True,79
0.3296183943748474,0.2925880917428452,0.042104022224769035,256,0.4129486083984375,0.2810499403211806,0.07724739725167828,1,48.6839599609375,49.004357797128186,3.9756126965394527,17.24317741394043,16.39664598158848,1.2455801355175464,41,76.0,53.888888888888886,16.104596383994167,1.0,9.033423667570034e-06,54092.2134215876,7.772152930510185,,-1106677.0,-149.0588396567299,-1459114.1275295396,-186.27024691160997,False,27063,halfplane,3261.0,2992.7283950617284,3742.2234494994877,0.04896405339241028,0.05095896692831575,0.013421742187101338,21,3b,7363.0,5534.876543209876,1468.70925429348,2565.0,2603.8888888888887,619.5159002134521,8000,2.823375087758194,3.0057975437823647,0.2791607101198456,0.013,0.05,2.5,0.003,0.01,0.0,True,0.03,0.0008,0,True,5
0.3868965804576874,0.2770481587008194,0.10902753549041827,256,0.18310546875,0.12543346263744212,0.13102565847472689,1,42.829498291015625,27.14488164878186,13.223143745028091,12.45013427734375,9.713985001599347,3.3775495749205295,47,61.0,58.888888888888886,25.42867051087448,1.0,9.033423667570034e-06,25302.3211244141,26.743396777332464,,-541294.0,-69.38364701897021,-633069.9916612165,-80.19919809951931,False,12000,halfplane,5043.0,4262.641975308642,6136.200681019506,0.07540903240442276,0.0656949827608503,0.03572180196640354,30,3b,6116.0,3567.283950617284,3888.327531657553,1118.0,802.7283950617284,520.5948405037766,8000,3.4400833333333334,2.6294275016461324,0.7848261960639593,0.013,0.05,2.5,0.01,0.03,0.0,True,0.03,0.0008,0,True,12
0.15773607790470123,0.28148199139553826,0.09384640878635875,256,0.54168701171875,0.38704841519579475,0.24404000867101375,1,66.40481567382812,53.8340355672954,10.09999719548782,14.326516151428223,15.988605817159018,1.8701049118568034,26,90.0,72.1358024691358,16.732280538239976,3911.6472323231865,4.106154386558828,1116.158174301614,0.5087132315542133,,-302.0,-0.6284663504968385,-0.008507042253521169,-3.9334366072623786e-05,False,35500,halfplane,32751.0,19520.716049382718,16522.605725381487,0.015573102980852127,0.037048179989703646,0.021172321496749098,2511,3a,35500.0,24957.172839506173,16214.74550288141,1280.0,1213.6172839506173,602.0465624891224,8000,4.635098591549296,3.455046380168629,0.8769711443066683,0.013,0.05,2.5,0.01,0.003,0.1,True,0.03,0.0,0,True,78
0.2746312916278839,0.27230471850913246,0.038490933554704884,256,0.5221405029296875,0.46819164134837965,0.07791104884702926,1,65.8023910522461,64.59156606226792,8.334863903632971,14.710691452026367,15.08145280531895,1.3298280634867723,27,35.0,60.41975308641975,18.563115025372397,0.0,0.0,0.5006858711130917,-0.016419275265679417,,-2354480.0,-305.58675158084924,-2452361.9922238705,-309.06772849777985,False,34219,halfplane,11066.0,8780.962962962964,7139.21503525534,0.027235006913542747,0.027858839174847543,0.0056618554671442785,6615,3b,19547.0,17276.382716049382,3755.206754242524,3362.0,3621.4691358024693,703.3707395076578,8000,4.473099739910576,4.337321561309601,0.6853351429620568,0.013,0.05,2.5,0.01,0.003,0.0,True,0.03,0.0,0,True,59
0.35638919472694397,0.34347622795605365,0.04850209516258446,256,0.15557861328125,0.15264685360001928,0.05096636640104543,1,61.36249542236328,55.69696539419669,5.087984206963457,16.89900779724121,16.343545430972252,1.5128916758588706,44,39.0,40.25925925925926,17.73242672270196,24034.86830769232,2.9751882308641,135940.87446721253,19.6160172397972,,63.0,0.2750178410117438,0.006178893683797426,0.00015499708912688231,False,10196,halfplane,1217.0,2356.7654320987654,3507.891217929905,0.09070910513401031,0.07687928895523519,0.012015787360970207,1156,3a,10196.0,9599.271604938273,2414.76181384185,810.0,809.395061728395,186.34228952254065,8000,3.6311298548450375,3.429166416539679,0.32227749793645,0.013,0.05,2.5,0.003,0.03,0.1,True,0.03,0.0008,0,True,80
0.29037806391716003,0.3110854020457209,0.07388751584179262,256,0.094696044921875,0.3866612940658758,0.18859484941714627,1,63.34675979614258,71.9076134952498,13.474118856299416,15.233464241027832,17.210203700595432,2.2752392949578244,24,62.0,79.50617283950618,17.01859800175782,69490.06816267944,3.582293739404408,438881.5286327016,24.886994452132708,,-81.0,0.08456368563685657,-0.013051885272317154,3.438323795517963e-06,False,6206,halfplane,2567.0,18747.876543209877,11870.042255411405,0.10717108100652695,0.03530378996130125,0.017967614977711602,3785,3a,6206.0,24931.41975308642,12644.597140128784,817.0,937.5432098765432,443.0324528809894,8000,4.158395101514663,4.282614723304285,0.9606882933457739,0.013,0.05,2.5,0.003,0.003,0.1,True,0.03,0.0,0,True,78
0.4039933979511261,0.320283591379354,0.0712210168411569,256,0.7061614990234375,0.3908830807532793,0.15603956043028103,1,62.07694625854492,70.7548614313573,7.527329803738832,14.90713882446289,16.904124836862824,2.2394598849671175,28,55.0,73.81481481481481,16.565702417061726,4007.8743232323322,5.110263897065219,108832.16761119687,16.48767983581543,,238.0,-0.18012240289069564,0.005142721320685384,-2.4671318908130096e-05,False,46279,halfplane,42649.0,18773.814814814814,10514.572576756475,0.03970950469374657,0.03408663523279958,0.014775006116083404,2262,3a,46279.0,25208.876543209877,10578.848158241462,418.0,973.7901234567901,372.0331100375103,8000,4.164242961170293,4.252611033733358,0.5911972043734786,0.013,0.05,2.5,0.003,0.01,0.1,True,0.03,0.0,0,True,77
0.3625490069389343,0.35251525780301035,0.04294781618333286,256,0.167236328125,0.14953424901138118,0.04643104772390554,1,50.563961029052734,50.389088571807484,3.5782284339713666,14.023153305053711,14.507931179470486,1.2783204517764204,46,46.0,40.839506172839506,17.965987611797072,19065.96443792325,3.2820776748782574,33549.26116595999,4.14706948772845,,268.0,0.3067393857271911,0.024452554744525568,9.709334760391711e-05,False,10960,halfplane,1104.0,1629.1604938271605,3502.714733618187,0.06574742496013641,0.07289082671941062,0.010981627518686522,3023,3a,10960.0,9395.271604938273,1941.355393980435,1268.0,1013.1481481481482,195.7355933308264,8000,3.6057481751824816,3.49723253623094,0.3102166201935468,0.013,0.05,2.5,0.01,0.03,0.1,True,0.03,0.0008,0,True,80
