F_std_final,F_std_mean,F_std_temporal_std,N,alive_density_final,alive_density_mean,alive_density_temporal_std,config_idx,correlation_length_final,correlation_length_mean,correlation_length_temporal_std,error,excess_activity_final,excess_activity_slope,extinct,final_pop,init,largest_patch_final,largest_patch_mean,largest_patch_temporal_std,min_pop,n_distinct_genomes_final,n_distinct_genomes_mean,n_distinct_genomes_temporal_std,n_patches_final,n_patches_mean,n_patches_temporal_std,n_steps,param_food_inc,param_gdiff,param_m_scale,param_mu_egenome,param_mu_lut,param_restricted_mu,param_tax,seed,shadow,unique_top_genomes
0.0,0.00788906412473058,0.030909874941461933,256,0.0,0.010485480813419117,0.06932338470243643,5,0.0,4.196078431372549,15.710642836841197,,0.0,2.658481447963801,True,0,halfplane,0.0,645.4705882352941,4542.824285004765,0,0.0,4.568627450980392,24.37312478615738,0.0,10.882352941176471,53.86062152747972,5000,0.015,0.03,0.8,0.001,0.001,True,0.045,0,True,5
0.0,0.005166343579356394,0.025717543550588997,256,0.0,0.010159062404258578,0.06930663527563993,2,0.0,3.1372549019607843,14.97713238324416,,0.0,2.064620814479637,True,0,halfplane,0.0,644.156862745098,4543.003288283518,0,0.0,6.117647058823529,41.307382931623096,0.0,4.921568627450981,29.357060237270044,5000,0.013,0.015,0.8,0.01,0.003,True,0.04,0,True,3
0.0,0.004964807579823423,0.023220460623766138,256,0.0,0.010088453105851715,0.06930659042125717,7,0.0,4.803921568627451,22.44297314182836,,0.0,0.71188597285068,True,0,halfplane,0.0,643.8627450980392,4543.043995590068,0,0.0,18.666666666666668,116.1014881711495,0.0,5.411764705882353,32.17670358735584,5000,0.013,0.005,0.4,0.01,0.03,False,0.045,0,True,5
0.0,0.006270313288505171,0.027027041302902927,256,0.0,0.010200051700367647,0.06930903683233078,1,0.0,5.215686274509804,22.48599889036853,,0.0,2.0738986425339365,True,0,halfplane,0.0,644.1176470588235,4543.007022852659,0,0.0,8.254901960784315,48.71600096970794,0.0,5.686274509803922,32.04867021564718,5000,0.013,0.005,0.4,0.001,0.001,False,0.045,0,True,6
0.0,0.00954314038230508,0.032258071786321535,256,0.0,0.010579726275275736,0.06932339050544319,6,0.0,6.372549019607843,22.84814385932092,,0.0,2.656684162895927,True,0,halfplane,0.0,646.2156862745098,4542.730846276799,0,0.0,15.137254901960784,76.67809452966165,0.0,9.156862745098039,37.8880562426196,5000,0.015,0.005,0.4,0.001,0.001,False,0.04,0,True,10
0.0,0.008924876805394888,0.03787926681373664,256,0.0,0.011080573586856617,0.06949971473523969,0,0.0,5.137254901960785,19.262907165441998,,0.0,2.7743782805429866,True,0,halfplane,0.0,648.8039215686274,4542.438703308823,0,0.0,34.627450980392155,199.62317056603388,0.0,18.45098039215686,85.55294513111433,5000,0.015,0.02,0.8,0.001,0.003,True,0.035,0,True,5
0.0,0.02498030833279093,0.0739397332435604,256,0.0,0.014819874482996324,0.07169181374149876,8,0.0,9.549019607843137,24.507952871278174,,0.0,3.839711312217195,True,0,halfplane,0.0,741.3921568627451,4573.261285711703,0,0.0,326.2352941176471,1360.5122245919472,0.0,44.64705882352941,127.81739786598628,5000,0.015,0.01,0.6,0.001,0.03,True,0.025,0,True,7
0.37240898609161377,0.35441019166918364,0.06399981864705899,256,0.203155517578125,0.19555813658471202,0.06339733084335025,11,25.0,34.88235294117647,24.27832653956419,,898.0,3.9867203619909506,False,13314,halfplane,123.0,799.4509803921569,4521.223521343533,1770,13311.0,12168.117647058823,3500.402243816003,4663.0,4012.8627450980393,1155.7521448722377,5000,0.01,0.05,0.8,0.001,0.03,False,0.04,0,True,51
0.0,0.006395744208038748,0.02903731323310236,256,0.0,0.0102996826171875,0.06931430282380593,14,0.0,4.0,16.54346621811173,,0.0,2.7165954751131225,True,0,halfplane,0.0,644.6666666666666,4542.938889269148,0,0.0,9.509803921568627,55.39851082765977,0.0,6.137254901960785,31.747175021979533,5000,0.015,0.01,0.6,0.01,0.001,False,0.045,0,True,5
0.0,0.010047670362480715,0.036287237357784045,256,0.0,0.010833141850490197,0.06937221582786247,13,0.0,6.607843137254902,23.190666167851397,,0.0,2.7230868778280555,True,0,halfplane,0.0,647.843137254902,4542.53818818074,0,0.0,38.11764705882353,193.60477702934222,0.0,10.96078431372549,44.95704301921902,5000,0.013,0.015,0.6,0.01,0.003,False,0.035,0,True,8
0.0,0.012356852708548745,0.043721137018108355,256,0.0,0.011339973000919117,0.06958581428424386,16,0.0,5.294117647058823,17.273230016468997,,0.0,3.3752153846153847,True,0,halfplane,0.0,655.9215686274509,4541.927498938444,0,0.0,56.27450980392157,301.6734423525514,0.0,9.823529411764707,36.87748975036602,5000,0.015,0.005,0.6,0.01,0.003,False,0.03,0,True,8
